Annotation-Level1,Text,Annotation-Level2
Threat,@artiequitter fuck 'em if they can't take a joke! liberal pussies only think jokes about sarah palin &amp; daughters are funny.,Non-Sexist
Threat,@asshole_king with pills that nig will last 4 years. Like magic j .That nig should hav died years ago. Y'all the first team to draft gay.,Non-Sexist
Threat,@ballzahoy cowboy killers.&#128525;,Non-Sexist
Threat,@benshapiro just more #teabagger babel. these are the same fucks that masturbated to @TimTebow - they just HATE it when gays r successful.,Non-Sexist
Threat,@c_mccann23 fuck yes we are &#128540; triple xp nigguh,Non-Sexist
Threat,"@cbfollowheidi black girls are so funny, why can't you talk literate? It's pathetic, dick riding die hard fan rofl, you disgust me, retard.",Non-Sexist
Threat,@charlierose @jdickerson racist @NorahODonnell Texas trash GWBush came to WH numb remember he and Republicans stole the election,Non-Sexist
Threat,@charlierose @jdickerson racist@NorahODonnell Tx trash there's no comparison betwn Pres Obama n GWBush rt poll will show He's supported 100%,Non-Sexist
Threat,@chucktodd @meetthepress he was walking &amp; 3 little birds pitch by his doorstep. Singing sweet songs of melodies pure &amp; true. Saying ...,Non-Sexist
Threat,"@chvrlesGoldie like Hov said ""we all ghetto b"" lol",Non-Sexist
Threat,@coolstorysam @MorgannnDee i thought you had some fucked up birth defect that made your nips heart shaped lmao.,Non-Sexist
Threat,"@cuunthiaaa @Fvnxy he's the ""fuck her right in the pussy"" guy",Non-Sexist
Threat,@dablueprint fuck no she dont let nobody hit that pussy either I know it's firm,Non-Sexist
Threat,"@dan1ellep And they&#8217;re retarded as fuck in general with their &#8220;insults&#8221;. Hope they fall off with AW, but the CSGO scene is growing so IDK.",Non-Sexist
Threat,@dannycatsteve because it's fucking retarded?,Non-Sexist
Threat,@dantoomey2 fuck you faggot,Non-Sexist
Threat,"@dantoomey2 you fat Irish fucking cunt, I honestly hope you choke to death in a pool of your own Jameson induced vomit",Non-Sexist
Threat,@davidly62793584 how many fuckin fags did a even get? Shouldnt be allowed into my wallet whilst under the influence haha,Non-Sexist
Threat,@denytheprophecy shit so Joel went off and swore at the kid and the kid was a fucking snitch nigga pussy and ratted on him &amp; got him -,Non-Sexist
Threat,@djfeds suck my dick tacos el negro better,Non-Sexist
Threat,@dtholcomb32 they hv loads of cushion on the soles of them. They would feel good on ur dick.,Non-Sexist
Threat,"@eGoTheIcoN those ""trash"" SnD stars would scrape ur team in SnD and most pro teams.",Non-Sexist
Threat,@el_prietito @lovexlilyy Them jigaboos aka homewreckers needs to get blocked!,Non-Sexist
Threat,@equallydestruct lmao don't fight me you don't know my ghetto ass school dude I highly doubt that since I don't give a fuck about it,Non-Sexist
Threat,@erinscafe If I have to watch baseball I actually go for the Mets because Jon Stewart. And fuck the Yankees.,Non-Sexist
Threat,@frankxlz @italian_montana fuck off frank you pussy,Non-Sexist
Threat,@fucktyler fuck you spear chucker,Non-Sexist
Threat,@fucktyler me too Tyler it just makes me think that they're lil nigger baby hoodrats.,Non-Sexist
Threat,@gezus__ @MANIAC3X @bam00se @Woody_AFC mean bro fucking faggot,Non-Sexist
Threat,@gezus__ die in a car accident then faggot,Non-Sexist
Threat,@gillbowski7 @MasiBlatnoy @DroBaby_ fuckkn hate when he fights. Being a big pussy all the time.,Non-Sexist
Threat,@goldielocks512 Bitch pussy,Non-Sexist
Threat,@goldietaylor @theGrio puppets like Don will intentionally and forever cripple our people's ability to unify a Eco and political consensus,Non-Sexist
Threat,@goldiethegamma @CLoprestiWFAN I'm referring to the second down put Vick in slot play #trash,Non-Sexist
Threat,@grrizzIy right in the fucking pussy,Non-Sexist
Threat,@gundeathjournal @ackdoc @nra lax gun laws? Ur retarded. There's murder there bcuz no one can defend themselves. Only crooks have guns there,Non-Sexist
Threat,@hand_tex @drapermark37 humans are evil man. Cutting tusks of these beautiful animals so chinks think the get a hard on.,Non-Sexist
Threat,@heydenbunsyolo really u use in another nigga name and u follow a nigga who doesn't fucking like you your a faggot kok eyed mother fucker,Non-Sexist
Threat,@hunterbuch66 @kieffer_jason @sbsylvester all u can pull is the fucking retard,Non-Sexist
Threat,@is_anyone_up @Huntermoore fuck my tight pussy until I'm dripping wet,Non-Sexist
Threat,@ittybittyber playas fuck up too lmao but that's like on trash FORREAL you a crazy one I see &#128064;&#128064;&#128565;,Non-Sexist
Threat,@ivanrabago_ looks ghetto as fuck,Non-Sexist
Threat,@jasongregory674 @Devondude1234 @hot_lads fuck yeah and hot big blk boots. This scally lad would get it.,Non-Sexist
Threat,@jayswaggkillah Is a fag,Non-Sexist
Threat,@jayswaggkillah is a fag,Non-Sexist
Threat,"@jdickerson @ScottPelley @bobschieffer all racist nTx trash w @NorahODonnell all hate to see this particular man in WH n not the ""Butler""",Non-Sexist
Threat,@jdimenstein @JagexLyon yeah if you get in trouble its less than a .5 percent chance that its a mistake. so you're a fucking retard.,Non-Sexist
Threat,"@jemelehill @8ironz85 she said, it's ok if u let ur man punch u in ur pussy as long as he makes u cum?",Non-Sexist
Threat,"@jennybaquing so terms like honkey, cracker, peckerwood and stereotypes of white people fucking their kids and sisters isn't racist? sweet!",Non-Sexist
Threat,"@jermhudson @lanele123 no way !! I'm on a ""dude you are fat"" diet Twinkies are the devil, so are breakfast tacos. I miss breakfast tacos&#128514;",Non-Sexist
Threat,"@jimachterfeld @dan_bernstein The fuckin pussy makes fun of people all day on the radio, someone calls him a creep and he blocks them.",Non-Sexist
Threat,@justinbieber Your a stupid little cunt... I thought you couldn't get any lower.. But how dare you spit on people on your own fucking fans..,Non-Sexist
Threat,@justinbieber have fun getting deported you fucking faggot,Non-Sexist
Threat,@kieffer_jason @hunterbuch66 @sbsylvester u fucking trailer trash,Non-Sexist
Threat,@kieffer_jason @sbsylvester u call me dumb but u speak on shit u don't know nothing about yea look who's fucking talking retard,Non-Sexist
Threat,@kieffer_jason @zach_smith98 @NathannDevlin so why the fuck are still talking shit. You acting like a pussy ass nigga,Non-Sexist
Threat,@kieffer_jason No am real but you a pussy ass nigga so why would I give a fuck what u think lmao just stfu,Non-Sexist
Threat,@kieffer_jason how would u know if I don't fuck with you? Exactly you don't wtf I got shut your retarded ass up,Non-Sexist
Threat,@kieffer_jason oh am I lame but yo pussy ass didn't show up the fuck u talking bout oh scary ass white boy,Non-Sexist
Threat,@kieffer_jason you dumb fuck that's not a fucking full address you dumbass I don't live in Plano so how the fuck would I know retard,Non-Sexist
Threat,@kingxxlopez Roberts is a fuckin fag&#128514; smack the shit outta him,Non-Sexist
Threat,@kittygurl9714 I highly doubt you're a real woman. You're prolly a fat ass man. Who fuckin cares?!? Let me do me ho,Non-Sexist
Threat,@klejdys He may be 'hustlin' but he studied Critical (Race) Theory and 'my people' Holder is getting his 'revenge.' They hate whitey.,Non-Sexist
Threat,@krispy717 @grizzboadams fucking gay faggot look at that gay ass pink shirt haha,Non-Sexist
Threat,@laceeybugg atleast i dont have dick breath you twat licker,Non-Sexist
Threat,@leiacatherinexx don&#8217;t be a hurt little faggot,Non-Sexist
Threat,@lexxaye DP = Double Penetration aka a dick in the ass and a dick in the pussy at the same damn time.,Non-Sexist
Threat,@lnsightful @zT_Supreme @uncr4fted @yoPapi_chulo omg no plz stop calling me an idiot... are we in kindergarden you fucking faggot,Non-Sexist
Threat,@maddieevaans @felicity182 idk what ur saying probably desperate for my pussy,Non-Sexist
Threat,"@marissarose_10 
Your mouth
Your pussy
Your ass
My dick
And a sandwich after we fuck.
What kinda question is that?",Non-Sexist
Threat,@mckinley719 @UberFacts Mmm no thanks I've been saving mine up for this point in time....fucking queer....,Non-Sexist
Threat,"@mike_ray7 congratulations, you are officially fucking retarded.",Non-Sexist
Threat,@milfmob @yoPapi_chulo fight me you fucking obese niglet,Non-Sexist
Threat,@mis_sarahd @basedpapi1017 never said I wanted to fuck a tranny...,Non-Sexist
Threat,@mlvassallo Oh really? fags are gross You aids infected sick fuckers,Non-Sexist
Threat,@mrfoolycooly i dont think he did the celestial dragon killed him,Non-Sexist
Threat,@mrgeology no you ignorant cement headed hillbilly. You said taxing. Cant you fuckin read you fucking knob gobbling douchebag,Non-Sexist
Threat,"@nedrock83 don't tell what the fuck to ""stop"" with. 2nd, if you think it's protocol to put 6 shots in someone who's unarmed, you're a retard",Non-Sexist
Threat,@nicole_steines whatever you fucking pussy &#128514;,Non-Sexist
Threat,"@noPOPULARity_ lmaoo one nigga had that 2nd pic as ""Looove that pussy from Popeyes!"" lmaoo that shit killed me",Non-Sexist
Threat,"@ofhdirector Everybody, look at this bird-killing wind mill lover. ;-)",Non-Sexist
Threat,@pablofunes_ Oh totes girl. I'm also blasting Mayday and wearing an oversized hoodie. Get at me queer,Non-Sexist
Threat,@patrickstpierre You're a fucking faggot.,Non-Sexist
Threat,"@penisgravy 
Is dem? I wants to has my weenis swingin but da twitter say day shut my colored ass down",Non-Sexist
Threat,"@pistol_pete96 @ZP3_ fuck y'all if you doubt me, I'm a piece of white trash I say it proudly",Non-Sexist
Threat,"@popularcritic1 @discordianslip @fredrogers75 And you thought a camera would steal your soul. Shut the fuck up, you stupid twat.",Non-Sexist
Threat,"@raajanS holy fuck, frozen pussy! you are crazy!",Non-Sexist
Threat,@radar_online old cunt needs to die,Non-Sexist
Threat,"@riwhey_000 I'm just kidding, I'm not a fucking faggot",Non-Sexist
Threat,"@samross58 it's parseltounge, not basilisk you fucking pussy. Get it right.",Non-Sexist
Threat,"@samzbikowski Cody is ALWAYS calling people ""nigger"". He's a fucking spaz!",Non-Sexist
Threat,@sarahVICwood im going to murder that fucking cunt,Non-Sexist
Threat,"@sexy_rexy25 98 civic lx ""stick"" green with shitty paint on some beaner ass wheels with 180k miles no AC and no insurance how's that?",Non-Sexist
Threat,@slickvick47 @itstattoos it's not colored in... dumb dick,Non-Sexist
Threat,@snoopaintlion @TreyzUpZay @DattBoiIraq @Eaaaazzzz Lmao nigga yo avi so trash my phone won't even load that shit,Non-Sexist
Threat,@sportswatch time to dump another diet coke in the trash,Non-Sexist
Threat,@stevoburns561 @ImSwaveyNShit @FreddieGibbs Soft shit? Are you handicapped or retarded?,Non-Sexist
Threat,"@tayscalf 
a beam of light descended from the heavens 
a loud voice said fuck her right in the pussy 
many lives were changed that day",Non-Sexist
Threat,@team_Darrion just like a Velcro headed moon cricket to say fucking jungle bunny,Non-Sexist
Threat,"@teenagesleuth .we got 1, except eric holder gave them 2 the beaners 2 kill americans! guess he is race blind!",Non-Sexist
Threat,@tonipmusic woahh!! Ahha I remember her from Charlie and the Chocolate Factory! Who do you think killed Lucy? I think it was Abby,Non-Sexist
Threat,@treyspears3 dude your fucking gay you made a twitter just to mock me fucking lowlife,Non-Sexist
Threat,@treyspears3 it's fucking real retard holy fuck can you not read my tweets fucktard?,Non-Sexist
Threat,@triple6em96 @Hunglikerobby_ uh I think his mom loves him you fucking retard. I'm sure your gunna be so successful emilie. We all believe &#128521;,Non-Sexist
Threat,@uk3ba Just learn d dance nuh cuz u know after carnival we like to pick up months old yardie ting LOL,Non-Sexist
Threat,@urbasicyabish @Mikeaveli fucking faggot,Non-Sexist
Threat,@wclemons @thejoelberggren @anthonycumia you little fag. At least I will fuck a Woman to have kids. Plus work to support them. Hipster homo,Non-Sexist
Threat,@white_thunduh stfu you dont get any pussy fuck boy,Non-Sexist
Threat,@whiteangelss84 @fields_devante mmm where the fuck is that at honkey? U need to wake up and realize its 2013 and get off of the skin,Non-Sexist
Threat,"@xDavilunAx ew pussy buy a fucking xbone , u got dat Puppy muny",Non-Sexist
Threat,@xTee_kay_ohx @PennyTheGOAT it makes you a nigger fucking a goat.,Non-Sexist
Threat,@yobritttany I didn't know that was a fad sounds fucking retarded haha,Non-Sexist
Threat,@yourstruelysam_ @IH8UHOES @Nekko_hbk bruh why it look like a niggah dick slapped the baby &#128514;,Non-Sexist
Threat,@zramsin @BetoDavidThomas go fuck your self pussy &#128536;,Non-Sexist
Threat,A bird just smacked right into my car window. My parked car window &#128528; scared the fuck outta me,Non-Sexist
Threat,"A dick has a sad life: His hair is a mess, his family is nuts, his neighbor's an asshole, his bestfriend's a pussy, &amp; his owner beats him.&#128514;&#128514;",Non-Sexist
Threat,A girl knows when a niggah just trynna fuck .,Non-Sexist
Threat,"A guy on True Blood is getting his penis inspected and the doctor told him it look like an eggplant

&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;",Non-Sexist
Threat,"Accept your flaws and imperfections because that's what makes you, YOU! See I'm a fuck, small dick faggot with parents who don't love me.",Non-Sexist
Threat,Al noooo ...... Too late fuckin faggot ! Lmao,Non-Sexist
Threat,All you ladies pop your pussy like this,Non-Sexist
Threat,"Almost everyone I met in #Paris was absolute trash. And if they support a republican government, I hope they fucking die.",Non-Sexist
Threat,Alright ya faggots. Lets just stop with all the S/O and R/T. No one gives a fuck on what you think of other people. Probably lying anyways,Non-Sexist
Threat,"Also love angry old Irish bartenders ""pussies have one beer and ask for a glass of water, fuck them I ignore that shit""",Non-Sexist
Threat,"Also, it&#8217;s a hiccup to Jihadi propaganda: they portray themselves as the only ones willing to die for their cause.",Non-Sexist
Threat,"And I lick it after you clean it , eat pussy like a dyke but I fuck like a demon &#128545;&#128166;",Non-Sexist
Threat,"Another high point was a Hungarian calling me ""cheat fuck"" and ""cheat pussy"" for doing well.",Non-Sexist
Threat,"Apparently I got chunky for my bday. Worse bday present ever. Lol. 
#diettime",Non-Sexist
Threat,Are pet guinea pig is about to die this fucking blows :/,Non-Sexist
Threat,Are poor little guinea pig died :(,Non-Sexist
Threat,As always Eli has the stupid hick hayseed look on his face Giants fans kill yaselves it's gonna be a&#8230; http://t.co/JcYZzMKCfu,Non-Sexist
Threat,As soon as we left Iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up. Pisses me off.,Non-Sexist
Threat,At pussy cat lounge killin it with my girlz @blaqdior and @hpmiss,Non-Sexist
Threat,"Ay fuck wieners, remember to eat before you drink and remember to drink water while you're drinking and also to go eat shit you pussy head.",Non-Sexist
Threat,Ayo I jus had a mini heart attack behind the wheel..north Philly n fire crackers don't mix&#128553;&#128553;&#128514;&#128514; I&#8230; http://t.co/o5v2E4LFtm,Non-Sexist
Threat,"Ayy yo @Ray_Lakee my nigga @who__CHRISJONES be all up on da,pussy not lettin dat muafucka breathe.",Non-Sexist
Threat,Beat the pussy in so well her shit still hurting from a week ago,Non-Sexist
Threat,Bitch and who the fuck r u am speak when the fuck I feel like it and stop a pussy ass Nigga and box the fuck up,Non-Sexist
Threat,"Bitch fuck yo nigga, what's up with that pussy!!?!",Non-Sexist
Threat,Black cops want to kill white citizens. Spic cops want to kill Anglo citizens. Zigeuner cops are all rapists.,Non-Sexist
Threat,Black people like @ChiefKeef disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity,Non-Sexist
Threat,"Blunt to the head, fuck Feds, I eat pussy till my tongue red",Non-Sexist
Threat,Brad Pitt is older than Charlie Sheen. What the fuckkkkkkkkkkkkk.,Non-Sexist
Threat,"Bro everybody is a ho then, fuck it, your favorite Color is mango red you are a ho, you charge your phone all the way to 100% = Ho, smh",Non-Sexist
Threat,Can my school please fuckin remove these random ass trash cans in the middle of the hallway that I always fuckin run into,Non-Sexist
Threat,Can these birds shut the fuck up,Non-Sexist
Threat,Can't even sleep in the fucking car because this mother fucker drives like a retard and pumps the breaks too hard,Non-Sexist
Threat,Can't fuck with a coon ass girl bruh,Non-Sexist
Threat,"Can't stand that asian dude just now, faggot gives me attitude cause I almost forgot my water, fuck u faggot if I wasn't on stage",Non-Sexist
Threat,Cants da coloreds and da white folk gets along? We all be da same cept da colored men gots da bigga dicks,Non-Sexist
Threat,Carl try eat the pussy but that big ass nose be fucking shit up,Non-Sexist
Threat,Ceasefire?Let's see how long those towel heads can go without trying to attack Israel then cry to national media when they get popped again,Non-Sexist
Threat,City highway skyscrapers building lights yellow blue http://t.co/kOC9uYBFqV,Non-Sexist
Threat,"Correction:
&gt;&gt;&gt;&gt;when the sky is yellow, death is upon us. No. I'm scared",Non-Sexist
Threat,Crangrape &gt; good pussy,Non-Sexist
Threat,"Cruising in my go kart at walmart selling cupcakes, go ahead admit faggot, this shit is tighter than butt rape~",Non-Sexist
Threat,Cute Japanese teen gets her tiight pussy fucked while sucking&#160;cock http://t.co/ayLKdSNKsc,Non-Sexist
Threat,Cutler less skill at QB than a retarded quadriplegic,Non-Sexist
Threat,Daiya Nagore gets her pussy fucked and sucks cock for&#160;pleasure. http://t.co/7a44FXx8Oy,Non-Sexist
Threat,"Damn bird nearly gave me a heart attack...! And all she said was ""Oh."" Bitch Oh..??",Non-Sexist
Threat,Damn some Oreos would be so fucking clutch right now!!!,Non-Sexist
Threat,"Danny Brown better put out more music before he ODs, that dude is out his fuckin bird",Non-Sexist
Threat,Dawg oriental flavored noodles go so fuckin hard b RT @J_Dun54: @ItsNotHarold Lmfaoo! Fuckin coon. Smh,Non-Sexist
Threat,Dear inconsiderate ghetto fuck on the train across from me: ya know your phone has options other than speaker phone right?!?,Non-Sexist
Threat,Deez niggas pussy so fuck em deez niggas ass so buss em,Non-Sexist
Threat,Don't fuck with girls that wear beanies,Non-Sexist
Threat,Dreamed I was eating a brownie and started salivating and woke up almost coughing myself to death. Today is a struggle.,Non-Sexist
Threat,Driving the fucktardmobile - tranny slips and all. &#128530; http://t.co/8e3kXEgMjo,Non-Sexist
Threat,EXPOSED: Jihadi kidnap and murder handbook... and plan to infiltrate British Army and police http://t.co/gkP1vG6Pnw via @wordpressdotcom,Non-Sexist
Threat,Eagles fuck around &amp; lose it'll be kill the cracker at the Sophi crib smfh,Non-Sexist
Threat,Eagles fucking trash,Non-Sexist
Threat,"Especially that wee cunt that walks about tensing all the time lol, sup wae that shit? You are 5 foot fuck all. Tank my motherfucking arse",Non-Sexist
Threat,Europeans taste-test America's most white trash snacks via @sohostyle http://t.co/TN2M01A1IQ &#127839;This is hilarious! #foodie-ish,Non-Sexist
Threat,Even my moms knows I don't fuck with ghetto people,Non-Sexist
Threat,Every gook in #LosAngeles should be deported or killed.,Non-Sexist
Threat,Every half-breed cop in America is trying to rape white women.,Non-Sexist
Threat,Every spic cop in #LosAngeles has raped or has thought about raping a white woman. That's why those half-breeds get jobs as pigs.,Non-Sexist
Threat,Every spic cop should be killed. Those pigs only got their job to 'get even' but white people never did anything to them.,Non-Sexist
Threat,"FUCK YOU, you're a fucking a lowlife piece of trash.",Non-Sexist
Threat,Flabby bird sounds Turrible. Lol. I'll just stick to watching paint dry...,Non-Sexist
Threat,"Flaming faggots that publicly state how they want everything handed to them... Like fuck you dude, get off your bottom ass and do something",Non-Sexist
Threat,Flappy bird is gonna be the death of me,Non-Sexist
Threat,Flipping back and forth between #Yankees playoff baseball and the Trainwreck Formerly Known as the New York Jets,Non-Sexist
Threat,Fluffy is a retard homeboy is calling a baby rattlesnake friend and kissing him! Baby rattlers will kill you man!! &#128563; http://t.co/pWFO8JHaOA,Non-Sexist
Threat,For some reason I always assume guys who act like that in trucks have tiny dicks HAHA #fag,Non-Sexist
Threat,Forgot how good I am at NHL13. Too bad @ChiefGaming is a pussy and wont buy it. Scared to get fuckin scraped.,Non-Sexist
Threat,Fuck MLK &#8220;@AntSoo305_: &#8220;@Vonteeeeee: Why does Lexii keep favoriting my coon tweets ?&#8221; MLK didnt die for this&#8221;,Non-Sexist
Threat,Fuck her pussy &#127797;&#128049; fuck her mouth &#127797;&#128069; fuck her ass &#127797;&#128052; cause she nasty,Non-Sexist
Threat,Fuck her pussy fuck her mouth fuck her ass cause she nasty,Non-Sexist
Threat,"Fuck the church you attend , fuck your god, fuck the nigguh you call the savior . It's a fucking new world order baby",Non-Sexist
Threat,"Fuck wnba , fuck dykes on my set #GotNoSet",Non-Sexist
Threat,"Fuck you, #BobCostas! That football SCUM woulda stabbed his gf to death and slit his wrists instead of shooting. Yer a fool.",Non-Sexist
Threat,"Funniest yt comment I ever received was ""Niggers gonna nig *shrugs*"" .. lmao racist muthafucka caught me off guard",Non-Sexist
Threat,Fuuuuuck you you stupid fucking cunt,Non-Sexist
Threat,Get the fuck over yourself fag. You're an undercover hooker and actually use weave cause you're balding. You are NOT cute.,Non-Sexist
Threat,"Getting hit off a cunt thats about 6 foot sideways and a cunt that was in the army lol, i dini care, yous are fuckin laughable",Non-Sexist
Threat,God I would sell both my nuts to watch LeBron tear his ACL right now and watch all those pussies kill themselves,Non-Sexist
Threat,Going to get my ID today fucking finally I'll see you retards soon,Non-Sexist
Threat,Gonna surprise earl with a tranny. Best 450 ever fucking spent? Yes,Non-Sexist
Threat,Gucci feel like jeezy pussy outchea you tried to kill me and wasn't successful. Nigga lucky Gucci ain't tried to down him,Non-Sexist
Threat,Hahaha I'm fucking weak! RT @ImDaddyTho_: He used to abuse this pussy ...... Lmfao,Non-Sexist
Threat,Hahahaa so people can't parent differently...? Twitter is fuckin trash ahahahha http://t.co/b6koSBMzBz,Non-Sexist
Threat,Hahahaha fucking pussies @kevinlove @KingJames @cavs,Non-Sexist
Threat,Happy Columbus Day! Even #BillMaher likes #cocaine and #Columbus!!! What the fuck is wrong with you #liberals? Fuckin' #moron #retards....,Non-Sexist
Threat,Hats off to all hoodrat chicks from the ghetto who have anxiety attacks at formal events,Non-Sexist
Threat,He did dat headband shit on purpose .. Now the whole spurs team fuckin up lookin at this weird lookin nicca,Non-Sexist
Threat,"Her excuse is ""when I die u can have all my gold."" I don't even like yellow gold anymore. I gave her all of mine.",Non-Sexist
Threat,Hey my folk. This nigger loving Jew boy @Deuterostomes asked if I was making death threats against his goat fucking people. Fuck him.,Non-Sexist
Threat,Hope y'all kno wen u eat pussy u one inch away from death.,Non-Sexist
Threat,Horny MiLF in sexy lingerie has her old pussy pummeled by a hard&#160;dick http://t.co/QsdW8mQNSl,Non-Sexist
Threat,Horny cougar gets two cocks shoved in her&#160;pussy http://t.co/wYF4ew32hF,Non-Sexist
Threat,Horny mature babe in a kimono has her pussy fingered and&#160;fucked http://t.co/RmAMISXW5c,Non-Sexist
Threat,"How can dre drop it but? So much cunts will illegally download it or go on itunes to get it. Should be a fuckin hardcore cd, in shops only.",Non-Sexist
Threat,How do I tell this cashier that I'm tryna fuck her right in the pussy,Non-Sexist
Threat,Hunkie is resorting to dick kicks,Non-Sexist
Threat,I CONFESS&gt; #DegenerateArtist and #RebelScience IS THE #WALRUS who sneaks pussy in the night&gt; I AM #Artist paints your wife with #BASTARDS&gt;,Non-Sexist
Threat,I ain't a killer but don't push me. Revenge is like the sweetest joy next to getting pussy,Non-Sexist
Threat,I ain't fenna be locked up 23 hours a day beating my dick for a guilty MF who out here fucking free world pussy.,Non-Sexist
Threat,"I aint no killa but dont push me, revenge is the sweetest joy next to gettin pussy",Non-Sexist
Threat,I approve this message ! &#8220;@Ashley_NoMaryK: Good pussy is a mufucka. &#128522;&#8221; http://t.co/QPkCQHPyXP,Non-Sexist
Threat,I can't believe these ghetto fucks left this little kid next to me. He's now playing with fucking everything. Odds of his survival? Minimal.,Non-Sexist
Threat,I can't fuck with girls that talk about their pussy on social media...,Non-Sexist
Threat,I can't tell if I want to fuck you or if I want to slit your throat,Non-Sexist
Threat,"I do alot of fucking girl, but I don't fuck around... I been in the same pussy since before MIGOS came out...",Non-Sexist
Threat,I don't even play flappy bird anymore because fuck him,Non-Sexist
Threat,"I don't get it. I'm either a pussy or troll. Where is the room for ""the truth"" and or ""my opinions on my TL""????? Social media fucked up.",Non-Sexist
Threat,I don't need no savin' I need to get fucking high and get some pussy.,Non-Sexist
Threat,I don't pity or hate #faggots. Sexual mutations are necessary side effect of #evolution. BUT PROLIFERATION at 4% is a sign #humans fucked UP,Non-Sexist
Threat,"I don't understand when people say ""yea, my first time smoking I didn't get high"" 

Cause damn that fuckin sucks bruh I was retarded high",Non-Sexist
Threat,I feel so alone. I miss my #wife so much. I hate the white trash who raped and killed her and our daughters.,Non-Sexist
Threat,"I found the ""boom, boom, boom, waaaaay ho"" girl. How the fuck does someone sing for 5 years and not progress at all? http://t.co/o6R9bYT5De",Non-Sexist
Threat,"I fuck with lux and his knowledge but mooks presence, delivery is connecting more to the people. Crazy.",Non-Sexist
Threat,"I fucked your little sister last night
The pussy was right 
The pussy was tight",Non-Sexist
Threat,I fucking hate you niggers bruh... http://t.co/OeTK4f94BO,Non-Sexist
Threat,"I hate drinking by myself. Everyone's so fucking boring now. Fuck you guys, I'll be fun by myself pussies &#9996;&#65039;",Non-Sexist
Threat,"I hate people who talk loud, ignorant ass mother fuckers and ghetto people.",Non-Sexist
Threat,I hate that wee boy wae the squinty eyes in the game of thrones. #Suchaprick #hopehegetskilled,Non-Sexist
Threat,I hate the white trash cops who raped and murdered my infant daughters and son.,Non-Sexist
Threat,"I hate when people call me ""mate"". Were not in England you fucking twat",Non-Sexist
Threat,I hate when people have terrible coping skills and complain too much. Oh your mom died? How about you stop being a pussy.,Non-Sexist
Threat,"I have better things to do, like drive my yellow fucking Lamborghini",Non-Sexist
Threat,I have one more day of fucking school. God nansemond is fucking retarded,Non-Sexist
Threat,"I honestly don't understand why men love to bash the women that make them feel good. ""She sucked my dick soooo goood. She a ho!"" -__-",Non-Sexist
Threat,I hope the trash I talk abt @CNN's poor product doesn't hurt my chances of getting hired as a legal correspondent. I was jk CNN.,Non-Sexist
Threat,"I hope you wrapping it up! Give that pussy a break! All them niggas you fuckin, never been on a date &#128553;",Non-Sexist
Threat,I just fucked an albino. It was weird because it was like a white body impersonating a black voice....... like Iggy Azalea,Non-Sexist
Threat,I love fuckin wit people. I be givin greedy ass nigas old as crackers wit expired cheese dey be callin me like&#8221; nigga im shittin likea goose,Non-Sexist
Threat,I name my niggas after nba playersmy nigga larry bird is a strait fuckin#shooter,Non-Sexist
Threat,I need a cowboy killer and a cold one about now. @mr_dtb probably too tired tho to get down.&#128541;,Non-Sexist
Threat,I need a heated bra because my nips hurt so bad!,Non-Sexist
Threat,"I need some good pussy, fuck",Non-Sexist
Threat,I need to change myself first. Im retarded as fuck,Non-Sexist
Threat,I never had any friends the entire time I lived in #Virginia. No one was cool to me. I hope those white trash Southerners all die.,Non-Sexist
Threat,I really just want to kill some towel head terrorists already &#128530; can high school be over now please?,Non-Sexist
Threat,"I really wanna have a talk about life with the ""fuck her right in the pussy"" dude while smokin a blunt before I die",Non-Sexist
Threat,I think you fuckin wit the wrong niggah,Non-Sexist
Threat,I want a cowboy killer,Non-Sexist
Threat,I want to paint but faggot won't paint with me...,Non-Sexist
Threat,I was gunna eat the pussy but I'm on a diet !,Non-Sexist
Threat,I was informed about a bird (pheonix) today that I could not find a physical image of.All paintings.Mythological or extinct?,Non-Sexist
Threat,"I wept when #ThurmanMunson died, and I weep 35 years later. #Captain #Yankees",Non-Sexist
Threat,I wish alot more females would tweet about sucking dick. Im tired of me and Twitter niggas tweeting about eating pussy. We need balance!!!,Non-Sexist
Threat,"I wish faggots like @tyga would stop making music, rack city was fucking awful. Get the fuck outta michigan.",Non-Sexist
Threat,I wonder how many Yankee fans are hurt that Derek Jeter is out until after the all star break lmao &#128514;,Non-Sexist
Threat,I would love to not be hit with the jig for once in my fucking life,Non-Sexist
Threat,I wouldn't want my girl showing her goodies to every niggah &#128530;&#9995;,Non-Sexist
Threat,I'd kill to meet Charlie Sheen.,Non-Sexist
Threat,"I'd shut the fuck up or I'll just be wide and batter any boy you ever go out with haha. Im a cunt, so wit? You cani do shit to stop me... :)",Non-Sexist
Threat,I'll be a dick if you wanna act like a pussy.,Non-Sexist
Threat,"I'm a dick and you ain't even got ya strap on, pussy",Non-Sexist
